Remisión,Estatus,Volumen,#Cliente,Cliente,Obra,Punto de entrega,Prod Comercial,Prod Tecnico,Product Description,Resistencia Diseño,Comentarios Externos,Camion,Placas,Chofer,B/NB,Fecha,Hora Carga,A1-Teórica,A1-Real,A1-$,A55-Teórica,A55-Real,A55-$,A92-Teórica,A92-Real,A92-$,ARL-Teórica,ARL-Real,ARL-$,C1-Teórica,C1-Real,C1-$,G10-Teórica,G10-Real,G10-$,G20-Teórica,G20-Real,G20-$,M12-Teórica,M12-Real,M12-$,R22-Teórica,R22-Real,R22-$,Costo Total ,Costo / m3,Costo / F'c,Cemento / m3,Ponderado F'c - M3,Ponderado F'c - Cemento,% del Volumen,Cemento / F'c
P003-002894,Terminado,5.90,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,NAVE ALAMAR,NAVE ALAMAR,20000370,10000422,F-350-2-1-801-18-D-2-100,350.00,"686MTT012A_0003
686MTT012_0025
686MTT012_0027
686MTT013_0019
686MTT016_0012
686MTT016_0020
686MTT017_0013
686MTT019_0003
Lpr-06",TP0031,CR-09,RODIRGO RODRIGUEZ,No Bombeable,7/3/25,2:56:55 PM,"1,157.7","1,166.0",54.6,0.0,0.0,0.0,8.1,8.1,751.9,"3,787.0","3,728.0","2,673.1","3,245.0","3,265.0","12,472.3",0.0,0.0,0.0,"5,929.0","5,903.0","1,394.6",0.0,0.0,0.0,19.5,0.0,0.0,"$17,346.52","$2,940.09",$49.56,553.4,503.8,510.3242355,0.002607043,1.6
P003-002893,Terminado,5.00,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,PISTA TECNOSPAN,PISTA TECNOSPAN,20000008,10000008,5-250-2-R-28-18-D-2-000-C,250.00,"PISTA TECNOSPAN
IMPLEMENTACIONES
ADECUACION DE BASE 
Lpr-8",TP0033,CR-11,AMILGAR RODRIGUEZ,No Bombeable,7/3/25,12:30:20 PM,965.2,966.0,45.2,0.0,0.0,0.0,0.0,0.0,0.0,"4,268.9","4,204.0","3,014.4","1,675.0","1,659.0","6,337.4","1,687.5","1,766.0",574.8,"3,068.4","3,062.0",723.4,4.7,0.0,0.0,11.0,0.0,0.0,"$10,695.28","$2,139.06",$42.78,331.8,503.8,510.3242355,0.002209359,1.3
P003-002895,Terminado,6.00,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,VIADUCTO TIJUANA- ASIGNACION 2,VIADUCTO,20000102,10000112,8-550-2-1-814-E70-D-2-DIA,550.00,"F2-M1
VIADUCTO TIJUANA
VIADUCTO 03
CAB3001_0006
V03-28",TP0036,CR-14,VICENTE HERNANDEZ,No Bombeable,7/3/25,5:06:01 PM,775.3,776.0,36.3,46.7,46.8,"3,414.0",25.2,25.4,"2,346.3","5,263.3","5,207.0","3,733.6","3,900.0","3,891.0","14,863.6","2,852.0","2,885.0",939.1,"1,501.4","1,667.0",393.8,0.0,0.0,0.0,0.0,0.0,0.0,"$25,726.78","$4,287.80",$46.78,648.5,503.8,510.3242355,0.002651231,1.2
P003-002896,Terminado,6.00,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,VIADUCTO TIJUANA- ASIGNACION 2,VIADUCTO,20000102,10000112,8-550-2-1-814-E70-D-2-DIA,550.00,"F2-M1
VIADUCTO TIJUANA
VIADUCTO 03
CAB3001_0006
V03-28",TP0034,CR-12,PEDRO SALAZAR,No Bombeable,7/3/25,5:20:05 PM,775.3,776.0,36.3,46.7,46.8,"3,414.0",25.2,25.4,"2,346.3","5,263.3","5,208.0","3,734.3","3,900.0","3,862.0","14,752.8","2,852.0","2,888.0",940.0,"1,501.4","1,644.0",388.4,0.0,0.0,0.0,0.0,0.0,0.0,"$25,612.26","$4,268.71",$46.57,643.7,503.8,510.3242355,0.002651231,1.2
P003-002897,Terminado,6.00,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,VIADUCTO TIJUANA- ASIGNACION 2,VIADUCTO,20000102,10000112,8-550-2-1-814-E70-D-2-DIA,550.00,"F2-M1
VIADUCTO TIJUANA
VIADUCTO 03
CAB3001_0006
V03-28",TP0033,CR-11,AMILGAR RODRIGUEZ,No Bombeable,7/3/25,5:32:47 PM,775.3,776.0,36.3,46.7,46.8,"3,414.0",25.2,25.4,"2,346.3","5,263.3","5,220.0","3,742.9","3,900.0","3,856.0","14,729.9","2,852.0","2,874.0",935.5,"1,501.4","1,510.0",356.7,0.0,0.0,0.0,0.0,0.0,0.0,"$25,561.73","$4,260.29",$46.48,642.7,503.8,510.3242355,0.002651231,1.2
P003-002898,Terminado,4.30,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,VIADUCTO TIJUANA- ASIGNACION 2,VIADUCTO,20000102,10000112,8-550-2-1-814-E70-D-2-DIA,550.00,"F2-M1
VIADUCTO TIJUANA
VIADUCTO 03
CAB3001_0006
V03-28",TP0032,CR-10,TOMAS ALBA RIVERA,No Bombeable,7/3/25,5:43:26 PM,555.6,556.0,26.0,33.5,33.6,"2,449.8",18.1,18.2,"1,685.0","3,772.0","3,692.0","2,647.3","2,795.0","2,789.0","10,654.0","2,043.9","2,095.0",681.9,"1,076.0","1,074.0",253.7,0.0,0.0,0.0,0.0,0.0,0.0,"$18,397.76","$4,278.55",$33.45,648.6,503.8,510.3242355,0.001900049,1.2
P003-002899,Terminado,1.50,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,VIADUCTO TIJUANA- ASIGNACION 2,VIADUCTO,20000102,10000112,8-550-2-1-814-E70-D-2-DIA,550.00,"VIDUTO TIJUANA
VIADUCTO 03
SEGUNDA ETAPA
BANCO DE NIVEL, DIAFRAGMA
CAB3002_00013",TP0031,CR-09,RODIRGO RODRIGUEZ,No Bombeable,7/3/25,5:52:45 PM,193.8,194.0,9.1,11.7,11.8,857.1,6.3,6.4,588.8,"1,315.8","1,294.0",927.8,975.0,971.0,"3,709.2",713.0,797.0,259.4,375.4,374.0,88.4,0.0,0.0,0.0,0.0,0.0,0.0,"$6,439.85","$4,293.23",$11.71,647.3,503.8,510.3242355,0.000662808,1.2
P003-002900,Terminado,1.00,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,VIADUCTO TIJUANA- ASIGNACION 2,VIADUCTO,20000071,10000078,C-250-1-1-01-75-D-2-DIA,250.00,"VIADUCTO 03
SEGUNDA ETAPA
CAJETINES
CAB3002_0012",TP0036,CR-14,VICENTE HERNANDEZ,No Bombeable,7/3/25,6:03:30 PM,123.3,124.0,5.8,7.8,7.8,571.4,4.6,4.6,425.8,894.2,868.0,622.4,650.0,650.0,"2,483.0",709.5,836.0,272.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"$4,380.47","$4,380.47",$17.52,650.0,503.8,510.3242355,0.000441872,2.6
P003-002901,Terminado,6.00,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,VIADUCTO TIJUANA- ASIGNACION 2,VIADUCTO,20000094,10000104,3-550-2-1-514-E70-D-2-DIA,550.00,"M1-PDF
VIADUCTO TIJUANA
VIADUCTO 03
PDF3002_0018
EJE V03-22",TP0034,CR-12,PEDRO SALAZAR,No Bombeable,7/3/25,6:20:31 PM,748.6,749.0,35.1,43.1,43.2,"3,149.7",21.5,21.7,"2,002.1","5,487.8","5,464.0","3,917.9","3,600.0","3,562.0","13,606.8","2,870.2","2,910.0",947.2,"1,513.3","1,550.0",366.2,0.0,0.0,0.0,0.0,0.0,0.0,"$24,025.00","$4,004.17",$43.68,593.7,503.8,510.3242355,0.002651231,1.1
P003-002902,Terminado,5.00,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,VIADUCTO TIJUANA- ASIGNACION 2,VIADUCTO,20000094,10000104,3-550-2-1-514-E70-D-2-DIA,550.00,"M1-PDF
VIADUCTO TIJUANA
VIADUCTO 03
PDF3002_0018
EJE V03-22",TP0033,CR-11,AMILGAR RODRIGUEZ,No Bombeable,7/3/25,6:31:01 PM,640.9,641.0,30.0,36.0,36.1,"2,628.3",18.0,18.0,"1,666.9","4,556.1","4,522.0","3,242.4","3,000.0","2,994.0","11,437.1","2,391.9","2,401.0",781.5,"1,261.1","1,407.0",332.4,0.0,0.0,0.0,0.0,0.0,0.0,"$20,118.70","$4,023.74",$36.58,598.8,503.8,510.3242355,0.002209359,1.1
P003-002903,Terminado,5.00,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,VIADUCTO ELEVADO MATADERO,VIADUCTO ELEVADO MATADERO,20000095,10000105,L-350-2-1-714-E70-D-2-DIA,350.00,"LRP-04
VIADUCTO MATADERO
PRL300B-0052 
PRL300B-0051
PRL311A-0001 
PRL312A-0001 
PRL311C-0001 
PRL312C-0001 
Eje 19-20",TP0032,CR-10,TOMAS ALBA RIVERA,No Bombeable,7/3/25,7:47:48 PM,606.9,607.0,28.4,41.9,42.0,"3,064.0",19.6,19.6,"1,811.8","4,742.8","4,709.0","3,376.5","2,750.0","2,754.0","10,520.3","2,320.9","2,362.0",768.8,"1,514.3","1,542.0",364.3,0.0,0.0,0.0,0.0,0.0,0.0,"$19,934.21","$3,986.84",$56.95,550.8,503.8,510.3242355,0.002209359,1.6
P003-002904,Terminado,4.45,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,VIADUCTO ELEVADO MATADERO,VIADUCTO ELEVADO MATADERO,20000095,10000105,L-350-2-1-714-E70-D-2-DIA,350.00,"LRP-04
VIADUCTO MATADERO
PRL300B-0052 
PRL300B-0051
PRL311A-0001 
PRL312A-0001 
PRL311C-0001 
PRL312C-0001 
Eje 19-20",TP0034,CR-12,PEDRO SALAZAR,No Bombeable,7/3/25,7:57:30 PM,540.2,541.0,25.3,37.4,37.4,"2,728.3",17.4,17.4,"1,612.5","4,221.1","4,169.0","2,989.3","2,447.5","2,468.0","9,427.8","2,065.6","2,085.0",678.7,"1,347.7","1,458.0",344.5,0.0,0.0,0.0,0.0,0.0,0.0,"$17,806.41","$4,001.44",$50.88,554.6,503.8,510.3242355,0.001966329,1.6
P003-002905,Terminado,5.00,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,NAVE ALAMAR,NAVE ALAMAR,20000370,10000422,F-350-2-1-801-18-D-2-100,350.00,"LPR-03
NAVE ALAMAR
686MTT012_0028
686MTT012_0029
686MTT012_0030
686MTT016_0021
686MTT017_0014
686MTT017_0015
686MTT017_0016
686MTT018_0004",TP0036,CR-14,VICENTE HERNANDEZ,No Bombeable,7/4/25,5:42:09 AM,949.5,950.0,44.5,0.0,0.0,0.0,6.8,7.0,643.2,"3,241.0","3,270.0","2,344.7","2,750.0","2,748.0","10,497.4",0.0,0.0,0.0,"5,024.6","5,034.0","1,189.3",0.0,0.0,0.0,16.5,0.0,0.0,"$14,719.05","$2,943.81",$42.05,549.6,503.8,510.3242355,0.002209359,1.6
P003-002906,Terminado,4.90,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,NAVE ALAMAR,NAVE ALAMAR,20000370,10000422,F-350-2-1-801-18-D-2-100,350.00,"LPR-03
NAVE ALAMAR
686MTT012_0028
686MTT012_0029
686MTT012_0030
686MTT016_0021
686MTT017_0014
686MTT017_0015
686MTT017_0016
686MTT018_0004",TP0036,CR-14,VICENTE HERNANDEZ,No Bombeable,7/4/25,7:00:08 AM,930.5,931.0,43.6,0.0,0.0,0.0,6.7,6.8,625.1,"3,176.1","3,107.0","2,227.8","2,695.0","2,709.0","10,348.4",0.0,0.0,0.0,"4,924.1","4,936.0","1,166.1",0.0,0.0,0.0,16.2,0.0,0.0,"$14,411.03","$2,941.03",$41.17,552.9,503.8,510.3242355,0.002165172,1.6
P003-002907,Terminado,5.00,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,NAVE ALAMAR,NAVE ALAMAR,20000370,10000422,F-350-2-1-801-18-D-2-100,350.00,"LPR-03
NAVE ALAMAR
686MTT012_0028
686MTT012_0029
686MTT012_0030
686MTT016_0021
686MTT017_0014
686MTT017_0015
686MTT017_0016
686MTT018_0004",TP0036,CR-14,VICENTE HERNANDEZ,No Bombeable,7/4/25,11:07:18 AM,949.5,950.0,44.5,0.0,0.0,0.0,6.8,7.0,643.2,"3,241.0","3,278.0","2,350.4","2,750.0","2,752.0","10,512.6",0.0,0.0,0.0,"5,024.6","4,988.0","1,178.4",0.0,0.0,0.0,16.5,0.0,0.0,"$14,729.20","$2,945.84",$42.08,550.4,503.8,510.3242355,0.002209359,1.6
P003-002908,Terminado,1.50,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,NAVE ALAMAR,NAVE ALAMAR,20000370,10000422,F-350-2-1-801-18-D-2-100,350.00,"LPR-03
NAVE ALAMAR
686MTT012_0028
686MTT012_0029
686MTT012_0030
686MTT016_0021
686MTT017_0014
686MTT017_0015
686MTT017_0016
686MTT018_0004",TP0036,CR-14,VICENTE HERNANDEZ,No Bombeable,7/4/25,12:51:43 PM,284.8,285.0,13.3,0.0,0.0,0.0,2.1,2.2,199.3,972.3,"1,008.0",722.8,825.0,840.0,"3,208.8",0.0,0.0,0.0,"1,507.4","1,502.0",354.8,0.0,0.0,0.0,5.0,0.0,0.0,"$4,499.07","$2,999.38",$12.85,560.0,503.8,510.3242355,0.000662808,1.6
P003-002909,Terminado,7.20,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,NAVE ALAMAR,NAVE ALAMAR,20000370,10000422,F-350-2-1-801-18-D-2-100,350.00,"LPR-03
NAVE ALAMAR
686MTT012_0028
686MTT012_0029
686MTT012_0030
686MTT016_0021
686MTT017_0014
686MTT017_0015
686MTT017_0016
686MTT018_0004",TP0033,CR-11,AMILGAR RODRIGUEZ,No Bombeable,7/4/25,3:19:51 PM,"1,431.0","1,432.0",67.1,0.0,0.0,0.0,9.9,10.0,924.0,"4,603.2","4,570.0","3,276.9","3,960.0","3,916.0","14,959.1",0.0,0.0,0.0,"7,235.4","7,191.0","1,698.9",0.0,0.0,0.0,23.8,0.0,0.0,"$20,925.96","$2,906.38",$59.79,543.9,503.8,510.3242355,0.003181477,1.6
P003-002910,Terminado,6.00,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,VIADUCTO TIJUANA- ASIGNACION 2,VIADUCTO,20000123,10000135,U-550-1-1-814-E70-D-2-DIA,550.00,"F3-M1
VIADUCTO TIJUANA
PUENTE OTAY
TNU02A_0035
EJE 6-7",TP0032,CR-10,TOMAS ALBA RIVERA,No Bombeable,7/4/25,4:20:44 PM,740.1,741.0,34.7,46.7,46.8,"3,414.0",25.2,25.4,"2,346.3","5,365.2","5,358.0","3,841.9","3,900.0","3,879.0","14,817.8","4,256.7","4,307.0","1,401.9",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"$25,856.60","$4,309.43",$47.01,646.5,503.8,510.3242355,0.002651231,1.2
P003-002911,Terminado,6.00,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,VIADUCTO TIJUANA- ASIGNACION 2,VIADUCTO,20000123,10000135,U-550-1-1-814-E70-D-2-DIA,550.00,"F3-M1
VIADUCTO TIJUANA
PUENTE OTAY
TNU02A_0035
EJE 6-7",TP0036,CR-14,VICENTE HERNANDEZ,No Bombeable,7/4/25,4:42:03 PM,740.1,756.0,35.4,46.7,46.8,"3,414.0",25.2,25.4,"2,346.3","5,365.2","5,303.0","3,802.4","3,900.0","3,959.0","15,123.4","4,256.7","4,283.0","1,394.1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"$26,115.66","$4,352.61",$47.48,659.8,503.8,510.3242355,0.002651231,1.2
P003-002912,Terminado,6.00,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,VIADUCTO TIJUANA- ASIGNACION 2,VIADUCTO,20000123,10000135,U-550-1-1-814-E70-D-2-DIA,550.00,"F3-M1
VIADUCTO TIJUANA
PUENTE OTAY
TNU02A_0035
EJE 6-7",TP0031,CR-09,RODIRGO RODRIGUEZ,No Bombeable,7/4/25,4:54:09 PM,755.2,771.0,36.1,46.7,46.8,"3,414.0",25.2,25.4,"2,346.3","5,350.1","5,284.0","3,788.8","3,900.0","3,980.0","15,203.6","4,256.7","4,290.0","1,396.4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"$26,185.23","$4,364.21",$47.61,663.3,503.8,510.3242355,0.002651231,1.2
P003-002913,Terminado,6.00,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,VIADUCTO TIJUANA- ASIGNACION 2,VIADUCTO,20000123,10000135,U-550-1-1-814-E70-D-2-DIA,550.00,"F3-M1
VIADUCTO TIJUANA
PUENTE OTAY
TNU02A_0035
EJE 6-7",TP0034,CR-12,PEDRO SALAZAR,No Bombeable,7/4/25,5:06:00 PM,790.6,791.0,37.0,46.7,46.8,"3,414.0",25.2,25.4,"2,346.3","5,314.7","5,247.0","3,762.3","3,900.0","3,867.0","14,771.9","4,256.7","4,306.0","1,401.6",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"$25,733.19","$4,288.86",$46.79,644.5,503.8,510.3242355,0.002651231,1.2
P003-002914,Terminado,5.75,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,VIADUCTO TIJUANA- ASIGNACION 2,VIADUCTO,20000123,10000135,U-550-1-1-814-E70-D-2-DIA,550.00,"F3-M1
VIADUCTO TIJUANA
PUENTE OTAY
TNU02A_0035
EJE 6-7",TP0036,CR-14,VICENTE HERNANDEZ,No Bombeable,7/4/25,5:20:31 PM,757.7,758.0,35.5,44.7,44.9,"3,271.1",24.1,24.3,"2,246.7","5,093.3","5,143.0","3,687.7","3,737.5","3,736.0","14,271.5","4,079.3","4,114.0","1,339.1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"$24,851.66","$4,322.03",$45.18,649.7,503.8,510.3242355,0.002540763,1.2
P003-002915,Terminado,6.00,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,VIADUCTO TIJUANA- ASIGNACION 2,VIADUCTO,20000094,10000104,3-550-2-1-514-E70-D-2-DIA,550.00,"M1-PDF
VIADUCTO TIJUANA
VIADUCTO 03
PDF3003_0001
EJES V03-23",TP0033,CR-11,AMILGAR RODRIGUEZ,No Bombeable,7/4/25,6:03:13 PM,815.2,816.0,38.2,43.1,43.2,"3,149.7",21.5,21.7,"2,002.1","5,421.2","5,383.0","3,859.8","3,600.0","3,606.0","13,774.9","2,870.2","2,883.0",938.4,"1,513.3","1,541.0",364.1,0.0,0.0,0.0,0.0,0.0,0.0,"$24,127.22","$4,021.20",$43.87,601.0,503.8,510.3242355,0.002651231,1.1
P003-002916,Terminado,5.00,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,VIADUCTO TIJUANA- ASIGNACION 2,VIADUCTO,20000094,10000104,3-550-2-1-514-E70-D-2-DIA,550.00,"M1-PDF
VIADUCTO TIJUANA
VIADUCTO 03
PDF3003_0001
EJES V03-23",TP0031,CR-09,RODIRGO RODRIGUEZ,No Bombeable,7/4/25,6:16:08 PM,679.4,671.0,31.4,35.9,36.1,"2,628.3",18.0,18.0,"1,666.9","4,517.7","4,590.0","3,291.2","3,000.0","3,089.0","11,800.0","2,391.9","2,400.0",781.2,"1,261.1","1,378.0",325.6,0.0,0.0,0.0,0.0,0.0,0.0,"$20,524.58","$4,104.92",$37.32,617.8,503.8,510.3242355,0.002209359,1.1
P003-002917,Terminado,5.00,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,VIADUCTO ELEVADO MATADERO,VIADUCTO ELEVADO MATADERO,20000095,10000105,L-350-2-1-714-E70-D-2-DIA,350.00,"LRP-04
Viaducto Matadero
PRL300B_0049
PRL300B_0050
PRL313A_0001
PRL313C_0001
PRL314A_0001
PRL314C_0001
Eje 19-20
",TP0033,CR-11,AMILGAR RODRIGUEZ,No Bombeable,7/5/25,10:59:39 AM,633.6,634.0,29.7,41.9,42.0,"3,064.0",19.6,19.6,"1,811.8","4,716.1","4,788.0","3,433.2","2,750.0","2,760.0","10,543.2","2,320.9","2,347.0",763.9,"1,514.3","1,529.0",361.2,0.0,0.0,0.0,0.0,0.0,0.0,"$20,007.09","$4,001.42",$57.16,552.0,503.8,510.3242355,0.002209359,1.6
P003-002918,Terminado,4.10,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,VIADUCTO ELEVADO MATADERO,VIADUCTO ELEVADO MATADERO,20000095,10000105,L-350-2-1-714-E70-D-2-DIA,350.00,"LRP-04
Viaducto Matadero
PRL300B_0049
PRL300B_0050
PRL313A_0001
PRL313C_0001
PRL314A_0001
PRL314C_0001
Eje 19-20
",TP0032,CR-10,TOMAS ALBA RIVERA,No Bombeable,7/5/25,11:09:45 AM,519.6,520.0,24.4,34.4,34.5,"2,514.1",16.1,16.1,"1,485.7","3,867.2","3,805.0","2,728.3","2,255.0","2,265.0","8,652.3","1,903.2","1,912.0",622.4,"1,241.7","1,375.0",324.8,0.0,0.0,0.0,0.0,0.0,0.0,"$16,351.95","$3,988.28",$46.72,552.4,503.8,510.3242355,0.001811674,1.6
P003-002919,Terminado,6.00,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,VIADUCTO TIJUANA- ASIGNACION 2,VIADUCTO,20000102,10000112,8-550-2-1-814-E70-D-2-DIA,550.00,"F2-M2
VIADUCTO TIJUANA
VIADUCTO 03
CAB3001_0007
EJE V03-29",TP0034,CR-12,PEDRO SALAZAR,No Bombeable,7/5/25,2:34:03 PM,800.1,801.0,37.5,46.7,46.8,"3,414.0",25.2,25.4,"2,346.3","5,238.5","5,313.0","3,809.6","3,900.0","3,907.0","14,924.7","2,852.0","2,859.0",930.6,"1,501.4","1,494.0",353.0,0.0,0.0,0.0,0.0,0.0,0.0,"$25,815.74","$4,302.62",$46.94,651.2,503.8,510.3242355,0.002651231,1.2
P003-002920,Terminado,6.00,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,VIADUCTO TIJUANA- ASIGNACION 2,VIADUCTO,20000102,10000112,8-550-2-1-814-E70-D-2-DIA,550.00,"F2-M2
VIADUCTO TIJUANA
VIADUCTO 03
CAB3001_0007
EJE V03-29",TP0031,CR-09,RODIRGO RODRIGUEZ,No Bombeable,7/5/25,2:44:59 PM,800.1,815.0,38.2,46.7,46.8,"3,414.0",25.2,25.4,"2,346.3","5,238.5","5,288.0","3,791.7","3,900.0","3,941.0","15,054.6","2,852.0","2,904.0",945.3,"1,501.4","1,529.0",361.2,0.0,0.0,0.0,0.0,0.0,0.0,"$25,951.27","$4,325.21",$47.18,656.8,503.8,510.3242355,0.002651231,1.2
P003-002921,Terminado,6.00,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,VIADUCTO TIJUANA- ASIGNACION 2,VIADUCTO,20000102,10000112,8-550-2-1-814-E70-D-2-DIA,550.00,"F2-M2
VIADUCTO TIJUANA
VIADUCTO 03
CAB3001_0007
EJE V03-29",TP0036,CR-14,VICENTE HERNANDEZ,No Bombeable,7/5/25,2:55:58 PM,815.0,815.0,38.2,46.7,46.8,"3,414.0",25.2,25.4,"2,346.3","5,223.6","5,288.0","3,791.7","3,900.0","3,905.0","14,917.1","2,852.0","2,874.0",935.5,"1,501.4","1,630.0",385.1,0.0,0.0,0.0,0.0,0.0,0.0,"$25,827.84","$4,304.64",$46.96,650.8,503.8,510.3242355,0.002651231,1.2
P003-002922,Terminado,4.30,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,VIADUCTO TIJUANA- ASIGNACION 2,VIADUCTO,20000102,10000112,8-550-2-1-814-E70-D-2-DIA,550.00,"F2-M2
VIADUCTO TIJUANA
VIADUCTO 03
CAB3001_0007
EJE V03-29",TP0033,CR-11,AMILGAR RODRIGUEZ,No Bombeable,7/5/25,3:07:09 PM,584.1,585.0,27.4,33.5,33.6,"2,449.8",18.1,18.2,"1,685.0","3,743.6","3,660.0","2,624.4","2,795.0","2,775.0","10,600.5","2,043.9","2,095.0",681.9,"1,076.0","1,103.0",260.6,0.0,0.0,0.0,0.0,0.0,0.0,"$18,329.55","$4,262.69",$33.33,645.3,503.8,510.3242355,0.001900049,1.2
P003-002923,Terminado,5.50,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,NAVE ALAMAR,NAVE ALAMAR,20000370,10000422,F-350-2-1-801-18-D-2-100,350.00,"LRP-06
NAVE ALAMAR
686MTT011_0014
686MTT011_0017
686MTT011_0018
686MTT011_0019
686MTT012_0031
686MTT012_0032
686MTT012_0033
686MTT017_001
",TP0036,CR-14,VICENTE HERNANDEZ,No Bombeable,7/7/25,5:52:42 AM,"1,044.4","1,045.0",48.9,0.0,0.0,0.0,7.6,7.6,706.6,"3,565.1","3,542.0","2,539.7","3,025.0","3,022.0","11,544.0",0.0,0.0,0.0,"5,527.0","5,486.0","1,296.1",0.0,0.0,0.0,18.2,0.0,0.0,"$16,135.41","$2,933.71",$46.10,549.5,503.8,510.3242355,0.002430295,1.6
P003-002924,Terminado,5.00,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,NAVE ALAMAR,NAVE ALAMAR,20000370,10000422,F-350-2-1-801-18-D-2-100,350.00,"LRP-06
NAVE ALAMAR
686MTT011_0014
686MTT011_0017
686MTT011_0018
686MTT011_0019
686MTT012_0031
686MTT012_0032
686MTT012_0033
686MTT017_001
",TP0036,CR-14,VICENTE HERNANDEZ,No Bombeable,7/7/25,7:50:29 AM,962.1,963.0,45.1,0.0,0.0,0.0,6.8,7.0,643.2,"3,228.3","3,190.0","2,287.3","2,750.0","2,735.0","10,447.7",0.0,0.0,0.0,"5,024.6","5,029.0","1,188.1",0.0,0.0,0.0,16.5,0.0,0.0,"$14,611.45","$2,922.29",$41.75,547.0,503.8,510.3242355,0.002209359,1.6
P003-002926,Terminado,6.60,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,NAVE ALAMAR,NAVE ALAMAR,20000370,10000422,F-350-2-1-801-18-D-2-100,350.00,"LRP-06
NAVE ALAMAR
686MTT011_0014
686MTT011_0017
686MTT011_0018
686MTT011_0019
686MTT012_0031
686MTT012_0032
686MTT012_0033
686MTT017_001
",TP0036,CR-14,VICENTE HERNANDEZ,No Bombeable,7/7/25,11:20:34 AM,"1,270.0","1,270.0",59.5,0.0,0.0,0.0,9.1,9.1,842.5,"4,261.4","4,289.0","3,075.4","3,630.0","3,617.0","13,816.9",0.0,0.0,0.0,"6,632.4","6,582.0","1,555.0",0.0,0.0,0.0,21.8,0.0,0.0,"$19,349.29","$2,931.71",$55.28,548.0,503.8,510.3242355,0.002916354,1.6
P003-002927,Terminado,6.50,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,NAVE ALAMAR,NAVE ALAMAR,20000370,10000422,F-350-2-1-801-18-D-2-100,350.00,"LRP-06
NAVE ALAMAR
686MTT011_0014
686MTT011_0017
686MTT011_0018
686MTT011_0019
686MTT012_0031
686MTT012_0032
686MTT012_0033
686MTT017_001
",TP0033,CR-11,AMILGAR RODRIGUEZ,No Bombeable,7/7/25,2:22:23 PM,"1,259.0","1,259.0",59.0,0.0,0.0,0.0,8.9,9.0,833.4,"4,188.6","4,148.0","2,974.3","3,575.0","3,533.0","13,496.1",0.0,0.0,0.0,"6,532.0","6,475.0","1,529.7",0.0,0.0,0.0,21.5,0.0,0.0,"$18,892.46","$2,906.53",$53.98,543.5,503.8,510.3242355,0.002872166,1.6
