Remisión,Estatus,Volumen,#Cliente,Cliente,Obra,Punto de entrega,Prod Comercial,Prod Tecnico,Product Description,Resistencia Diseño,Comentarios Externos,Camion,Placas,Chofer,B/NB,Fecha,Hora Carga,A1-Teórica,A1-Real,A1-$,A55-Teórica,A55-Real,A55-$,A92-Teórica,A92-Real,A92-$,ARL-Teórica,ARL-Real,ARL-$,C1-Teórica,C1-Real,C1-$,G10-Teórica,G10-Real,G10-$,G20-Teórica,G20-Real,G20-$,M12-Teórica,M12-Real,M12-$,R22-Teórica,R22-Real,R22-$,Costo Total ,Costo / m3,Costo / F'c,Cemento / m3,Ponderado F'c - M3,Ponderado F'c - Cemento,% del Volumen,Cemento / F'c
P003-003181,Terminado,0.50,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,NAVE ALAMAR,NAVE ALAMAR,20000370,10000422,F-350-2-1-801-18-D-2-100,350.00,"LPR-03
NAVE ALAMAR
686MTT003B_0002
686MTT004B_0002
686MTT004C_0002
686MTT005A_0002
686MTT006_0008
686MTT015A_0002",TP0032,CR-10,TOMAS ALBA RIVERA,No Bombeable,7/25/25,7:09:38 AM,93.4,94.0,4.4,0.0,0.0,0.0,0.7,0.8,72.5,325.7,358.0,256.7,275.0,284.0,"1,084.9",0.0,0.0,0.0,502.5,649.0,153.3,0.0,0.0,0.0,1.7,0.0,0.0,"$1,571.78","$3,143.56",$4.49,568.0,503.8,510.3242355,0.000220936,1.6
P003-003182,Terminado,7.60,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,NAVE ALAMAR,NAVE ALAMAR,20000370,10000422,F-350-2-1-801-18-D-2-100,350.00,"LPR-03
NAVE ALAMAR
686MTT003B_0002
686MTT004B_0002
686MTT004C_0002
686MTT005A_0002
686MTT006_0008
686MTT015A_0002
",TP0032,CR-10,TOMAS ALBA RIVERA,No Bombeable,7/25/25,11:21:12 AM,"1,419.1","1,420.0",66.5,0.0,0.0,0.0,10.4,10.6,978.4,"4,950.3","4,914.0","3,523.5","4,180.0","4,130.0","15,776.6",0.0,0.0,0.0,"7,637.4","7,674.0","1,813.0",0.0,0.0,0.0,25.1,0.0,0.0,"$22,158.00","$2,915.53",$63.31,543.4,503.8,510.3242355,0.003358225,1.6
P003-003183,Terminado,3.70,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,NAVE ALAMAR,NAVE ALAMAR,20000370,10000422,F-350-2-1-801-18-D-2-100,350.00,"LPR-03
NAVE ALAMAR
686MTT003B_0002
686MTT004B_0002
686MTT004C_0002
686MTT005A_0002
686MTT006_0008
686MTT015A_0002
",TP0032,CR-10,TOMAS ALBA RIVERA,No Bombeable,7/25/25,12:44:19 PM,690.9,691.0,32.4,0.0,0.0,0.0,5.0,5.2,480.1,"2,410.0","2,352.0","1,686.5","2,035.0","2,017.0","7,704.9",0.0,0.0,0.0,"3,718.2","3,710.0",876.5,0.0,0.0,0.0,12.2,0.0,0.0,"$10,780.40","$2,913.62",$30.80,545.1,503.8,510.3242355,0.001634926,1.6
P003-003184,Terminado,6.50,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,VIADUCTO TIJUANA- ASIGNACION 2,VIADUCTO,20000123,10000135,U-550-1-1-814-E70-D-2-DIA,550.00,"F4-M5
VIADUCTO 04
TNU4259_0001
EJE 17-18",TP0034,CR-12,PEDRO SALAZAR,No Bombeable,7/25/25,2:26:23 PM,762.5,763.0,35.7,50.6,50.8,"3,699.7",27.3,27.4,"2,536.6","5,856.1","5,795.0","4,155.2","4,225.0","4,236.0","16,181.5","4,606.9","4,708.0","1,532.5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"$28,141.18","$4,329.41",$51.17,651.7,503.8,510.3242355,0.002872166,1.2
P003-003185,Terminado,6.45,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,VIADUCTO TIJUANA- ASIGNACION 2,VIADUCTO,20000123,10000135,U-550-1-1-814-E70-D-2-DIA,550.00,"F4-M5
VIADUCTO 04
TNU4259_0001
EJE 17-18",TP0031,CR-09,RODIRGO RODRIGUEZ,No Bombeable,7/25/25,2:37:49 PM,768.1,769.0,36.0,50.2,50.4,"3,671.1",27.1,27.2,"2,518.4","5,799.7","5,761.0","4,130.9","4,192.5","4,189.0","16,002.0","4,571.4","4,642.0","1,511.0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"$27,869.37","$4,320.83",$50.67,649.5,503.8,510.3242355,0.002850073,1.2
P003-003186,Terminado,6.00,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,VIADUCTO TIJUANA- ASIGNACION 2,VIADUCTO,20000123,10000135,U-550-1-1-814-E70-D-2-DIA,550.00,"F4-M5
VIADUCTO 04
TNU4259_0001
EJE 17-18",TP0033,CR-11,AMILGAR RODRIGUEZ,No Bombeable,7/25/25,2:48:52 PM,714.5,724.0,33.9,46.7,46.8,"3,414.0",25.2,25.4,"2,346.3","5,395.0","5,341.0","3,829.7","3,900.0","3,978.0","15,196.0","4,252.5","4,303.0","1,400.6",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"$26,220.50","$4,370.08",$47.67,663.0,503.8,510.3242355,0.002651231,1.2
P003-003187,Terminado,6.00,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,VIADUCTO TIJUANA- ASIGNACION 2,VIADUCTO,20000123,10000135,U-550-1-1-814-E70-D-2-DIA,550.00,"F4-M5
VIADUCTO 04
TNU4259_0001
EJE 17-18",TP0032,CR-10,TOMAS ALBA RIVERA,No Bombeable,7/25/25,2:59:47 PM,724.1,725.0,34.0,46.7,46.8,"3,414.0",25.2,25.4,"2,346.3","5,385.4","5,379.0","3,856.9","3,900.0","3,905.0","14,917.1","4,252.5","4,280.0","1,393.1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"$25,961.44","$4,326.91",$47.20,650.8,503.8,510.3242355,0.002651231,1.2
P003-003188,Terminado,7.80,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,VIADUCTO ELEVADO MATADERO,VIADUCTO ELEVADO MATADERO,20000095,10000105,L-350-2-1-714-E70-D-2-DIA,350.00,"LPR-04
VIADUCTO MATADERO
PRL337C_0001
PRL338A_0001
PRL300B_0023
PRL300B_0024
PRL338C_0001
Eje 15-1
",TP0034,CR-12,PEDRO SALAZAR,No Bombeable,7/25/25,5:56:01 PM,832.5,833.0,39.0,65.5,65.6,"4,778.2",30.6,30.6,"2,826.4","7,516.7","7,445.0","5,338.3","4,290.0","4,299.0","16,422.2","3,617.1","3,657.0","1,190.4","2,362.3","2,391.0",564.9,0.0,0.0,0.0,0.0,0.0,0.0,"$31,159.37","$3,994.79",$89.03,551.2,503.8,510.3242355,0.0034466,1.6
P003-003189,Terminado,6.00,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,VIADUCTO TIJUANA- ASIGNACION 2,VIADUCTO,20000102,10000112,8-550-2-1-814-E70-D-2-DIA,550.00,"F2-M2
VIADUCTO 03
CAB3001_0015
EJE V03-38",TP0033,CR-11,AMILGAR RODRIGUEZ,No Bombeable,7/26/25,12:44:40 PM,771.0,772.0,36.2,46.7,46.8,"3,414.0",25.2,25.4,"2,346.3","5,273.2","5,310.0","3,807.5","3,900.0","3,873.0","14,794.9","2,846.4","2,881.0",937.8,"1,501.4","1,676.0",396.0,0.0,0.0,0.0,0.0,0.0,0.0,"$25,732.51","$4,288.75",$46.79,645.5,503.8,510.3242355,0.002651231,1.2
P003-003190,Terminado,6.00,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,VIADUCTO TIJUANA- ASIGNACION 2,VIADUCTO,20000102,10000112,8-550-2-1-814-E70-D-2-DIA,550.00,"F2-M2
VIADUCTO 03
CAB3001_0015
EJE V03-38",TP0031,CR-09,RODIRGO RODRIGUEZ,No Bombeable,7/26/25,1:01:24 PM,761.4,762.0,35.7,46.7,46.8,"3,414.0",25.2,25.4,"2,346.3","5,283.1","5,206.0","3,732.9","3,900.0","3,869.0","14,779.6","2,846.1","2,901.0",944.3,"1,501.4","1,663.0",392.9,0.0,0.0,0.0,0.0,0.0,0.0,"$25,645.63","$4,274.27",$46.63,644.8,503.8,510.3242355,0.002651231,1.2
P003-003191,Terminado,6.00,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,VIADUCTO TIJUANA- ASIGNACION 2,VIADUCTO,20000102,10000112,8-550-2-1-814-E70-D-2-DIA,550.00,"F2-M2
VIADUCTO 03
CAB3001_0015
EJE V03-38",TP0034,CR-12,PEDRO SALAZAR,No Bombeable,7/26/25,1:12:57 PM,761.1,762.0,35.7,46.7,46.8,"3,414.0",25.2,25.4,"2,346.3","5,283.1","5,211.0","3,736.5","3,900.0","3,902.0","14,905.6","2,846.4","2,902.0",944.6,"1,501.4","1,677.0",396.2,0.0,0.0,0.0,0.0,0.0,0.0,"$25,778.91","$4,296.48",$46.87,650.3,503.8,510.3242355,0.002651231,1.2
P003-003192,Terminado,4.30,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,VIADUCTO TIJUANA- ASIGNACION 2,VIADUCTO,20000102,10000112,8-550-2-1-814-E70-D-2-DIA,550.00,"F2-M2
VIADUCTO 03
CAB3001_0015
EJE V03-38",TP0032,CR-10,TOMAS ALBA RIVERA,No Bombeable,7/26/25,1:24:50 PM,545.5,546.0,25.6,33.5,33.6,"2,449.8",18.1,18.2,"1,685.0","3,786.2","3,708.0","2,658.8","2,795.0","2,775.0","10,600.5","2,039.9","2,098.0",682.9,"1,076.0","1,114.0",263.2,0.0,0.0,0.0,0.0,0.0,0.0,"$18,365.71","$4,271.10",$33.39,645.3,503.8,510.3242355,0.001900049,1.2
P003-003193,Terminado,7.50,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,VIADUCTO TIJUANA- ASIGNACION 2,VIADUCTO,20000123,10000135,U-550-1-1-814-E70-D-2-DIA,550.00,"F3-M2
VIADUCTO 04
TNU4230_0001
EJE 12-13",TP0033,CR-11,AMILGAR RODRIGUEZ,No Bombeable,7/26/25,4:18:03 PM,898.2,900.0,42.2,58.5,58.5,"4,263.9",31.5,31.7,"2,926.1","6,744.4","6,713.0","4,813.5","4,875.0","4,864.0","18,580.5","5,309.9","5,370.0","1,747.9",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"$32,374.05","$4,316.54",$58.86,648.5,503.8,510.3242355,0.003314038,1.2
P003-003194,Terminado,7.50,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,VIADUCTO TIJUANA- ASIGNACION 2,VIADUCTO,20000123,10000135,U-550-1-1-814-E70-D-2-DIA,550.00,"F3-M2
VIADUCTO 04
TNU4230_0001
EJE 12-13",TP0031,CR-09,RODIRGO RODRIGUEZ,No Bombeable,7/26/25,4:34:15 PM,911.4,912.0,42.7,58.5,58.5,"4,263.9",31.5,31.7,"2,926.1","6,731.8","6,685.0","4,793.4","4,875.0","4,822.0","18,420.0","5,309.3","5,384.0","1,752.5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"$32,198.65","$4,293.15",$58.54,642.9,503.8,510.3242355,0.003314038,1.2
P003-003195,Terminado,7.50,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,VIADUCTO TIJUANA- ASIGNACION 2,VIADUCTO,20000123,10000135,U-550-1-1-814-E70-D-2-DIA,550.00,"F3-M2
VIADUCTO 04
TNU4230_0001
EJE 12-13",TP0034,CR-12,PEDRO SALAZAR,No Bombeable,7/26/25,4:45:29 PM,911.4,924.0,43.3,58.5,58.5,"4,263.9",31.4,31.7,"2,926.1","6,731.8","6,685.0","4,793.4","4,875.0","4,903.0","18,729.5","5,309.3","5,343.0","1,739.1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"$32,495.29","$4,332.71",$59.08,653.7,503.8,510.3242355,0.003314038,1.2
P003-003196,Terminado,6.60,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,VIADUCTO TIJUANA- ASIGNACION 2,VIADUCTO,20000123,10000135,U-550-1-1-814-E70-D-2-DIA,550.00,"F3-M2
VIADUCTO 04
TNU4230_0001
EJE 12-13",TP0032,CR-10,TOMAS ALBA RIVERA,No Bombeable,7/26/25,4:57:12 PM,813.1,814.0,38.1,51.3,51.5,"3,756.8",27.8,27.9,"2,581.8","5,912.9","5,861.0","4,202.6","4,290.0","4,251.0","16,238.8","4,672.2","4,707.0","1,532.1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"$28,350.30","$4,295.50",$51.55,644.1,503.8,510.3242355,0.002916354,1.2
P003-003197,Terminado,6.14,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,VIADUCTO TIJUANA- ASIGNACION 2,VIADUCTO,20000123,10000135,U-550-1-1-814-E70-D-2-DIA,550.00,"F3-M3
VIADUCTO 04
TNU4109_0001
EJE 2-3",TP0036,CR-14,VICENTE HERNANDEZ,No Bombeable,7/26/25,5:15:28 PM,756.5,757.0,35.5,47.9,47.9,"3,492.6",25.8,26.0,"2,400.7","5,500.8","5,466.0","3,919.3","3,991.0","3,995.0","15,260.9","4,346.6","4,390.0","1,428.9",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"$26,537.85","$4,322.13",$48.25,650.7,503.8,510.3242355,0.002713093,1.2
P003-003198,Terminado,6.14,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,VIADUCTO TIJUANA- ASIGNACION 2,VIADUCTO,20000123,10000135,U-550-1-1-814-E70-D-2-DIA,550.00,"F3-M3
VIADUCTO 04
TNU4109_0001
EJE 2-3",TP0033,CR-11,AMILGAR RODRIGUEZ,No Bombeable,7/26/25,5:27:34 PM,756.5,757.0,35.5,47.9,47.9,"3,492.6",25.8,26.0,"2,400.7","5,500.8","5,478.0","3,927.9","3,991.0","4,015.0","15,337.3","4,346.6","4,408.0","1,434.8",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"$26,628.71","$4,336.92",$48.42,653.9,503.8,510.3242355,0.002713093,1.2
P003-003199,Terminado,6.14,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,VIADUCTO TIJUANA- ASIGNACION 2,VIADUCTO,20000123,10000135,U-550-1-1-814-E70-D-2-DIA,550.00,"F3-M3
VIADUCTO 04
TNU4109_0001
EJE 2-3",TP0031,CR-09,RODIRGO RODRIGUEZ,No Bombeable,7/26/25,5:37:32 PM,756.5,766.0,35.9,47.8,47.9,"3,492.6",25.8,26.0,"2,400.7","5,500.8","5,454.0","3,910.7","3,991.0","4,048.0","15,463.4","4,346.6","4,407.0","1,434.5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"$26,737.66","$4,354.67",$48.61,659.3,503.8,510.3242355,0.002713093,1.2
P003-003200,Terminado,6.14,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,VIADUCTO TIJUANA- ASIGNACION 2,VIADUCTO,20000123,10000135,U-550-1-1-814-E70-D-2-DIA,550.00,"F3-M3
VIADUCTO 04
TNU4109_0001
EJE 2-3",TP0032,CR-10,TOMAS ALBA RIVERA,No Bombeable,7/26/25,5:49:54 PM,770.2,771.0,36.1,47.9,47.9,"3,492.6",25.8,26.0,"2,400.7","5,490.4","5,473.0","3,924.3","3,991.0","4,008.0","15,310.6","4,343.1","4,401.0","1,432.5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"$26,596.76","$4,331.72",$48.36,652.8,503.8,510.3242355,0.002713093,1.2
P003-003201,Terminado,6.14,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,VIADUCTO TIJUANA- ASIGNACION 2,VIADUCTO,20000123,10000135,U-550-1-1-814-E70-D-2-DIA,550.00,"F3-M3
VIADUCTO 04
TNU4109_0001
EJE 2-3",TP0034,CR-12,PEDRO SALAZAR,No Bombeable,7/26/25,6:04:31 PM,770.2,771.0,36.1,47.9,47.9,"3,492.6",25.8,26.0,"2,400.7","5,490.4","5,458.0","3,913.6","3,991.0","4,000.0","15,280.0","4,343.1","4,386.0","1,427.6",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"$26,550.57","$4,324.20",$48.27,651.5,503.8,510.3242355,0.002713093,1.2
P003-003202,Terminado,7.00,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,VIADUCTO TIJUANA- ASIGNACION 2,VIADUCTO,20000123,10000135,U-550-1-1-814-E70-D-2-DIA,550.00,"F3-M4
VIADUCTO 04
TNU4204_0001
EJE 8-9",TP0033,CR-11,AMILGAR RODRIGUEZ,No Bombeable,7/26/25,6:15:09 PM,895.8,896.0,42.0,54.5,54.7,"3,985.4",29.5,29.6,"2,735.9","6,241.7","6,202.0","4,447.1","4,550.0","4,550.0","17,381.0","4,951.5","5,002.0","1,628.2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"$30,219.41","$4,317.06",$54.94,650.0,503.8,510.3242355,0.003093102,1.2
P003-003203,Terminado,7.00,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,VIADUCTO TIJUANA- ASIGNACION 2,VIADUCTO,20000123,10000135,U-550-1-1-814-E70-D-2-DIA,550.00,"F3-M4
VIADUCTO 04
TNU4204_0001
EJE 8-9",TP0036,CR-14,VICENTE HERNANDEZ,No Bombeable,7/26/25,6:27:48 PM,895.8,878.0,41.1,54.5,54.6,"3,978.2",29.5,29.6,"2,735.9","6,241.7","6,231.0","4,467.9","4,550.0","4,667.0","17,827.9","4,951.5","4,996.0","1,626.2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"$30,677.20","$4,382.46",$55.78,666.7,503.8,510.3242355,0.003093102,1.2
P003-003204,Terminado,7.00,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,VIADUCTO TIJUANA- ASIGNACION 2,VIADUCTO,20000123,10000135,U-550-1-1-814-E70-D-2-DIA,550.00,"F3-M4
VIADUCTO 04
TNU4204_0001
EJE 8-9",TP0031,CR-09,RODIRGO RODRIGUEZ,No Bombeable,7/26/25,6:39:23 PM,854.5,855.0,40.0,54.5,54.7,"3,985.4",29.5,29.6,"2,735.9","6,283.0","6,238.0","4,472.9","4,550.0","4,573.0","17,468.9","4,951.5","5,013.0","1,631.7",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"$30,334.74","$4,333.53",$55.15,653.3,503.8,510.3242355,0.003093102,1.2
P003-003205,Terminado,6.90,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,VIADUCTO TIJUANA- ASIGNACION 2,VIADUCTO,20000123,10000135,U-550-1-1-814-E70-D-2-DIA,550.00,"F3-M4
VIADUCTO 04
TNU4204_0001
EJE 8-9",TP0032,CR-10,TOMAS ALBA RIVERA,No Bombeable,7/26/25,6:52:37 PM,842.3,843.0,39.5,53.6,53.9,"3,928.2",28.9,29.2,"2,699.6","6,193.2","6,156.0","4,414.1","4,485.0","4,439.0","16,957.0","4,880.7","4,955.0","1,612.9",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"$29,651.25","$4,297.28",$53.91,643.3,503.8,510.3242355,0.003048915,1.2
P003-003206,Terminado,6.50,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,VIADUCTO TIJUANA- ASIGNACION 2,VIADUCTO,20000123,10000135,U-550-1-1-814-E70-D-2-DIA,550.00,"F4-M5
VIADUCTO 04
TNU4269_0001
EJE 17-18",TP0034,CR-12,PEDRO SALAZAR,No Bombeable,7/26/25,7:04:50 PM,793.5,777.0,36.4,50.6,50.7,"3,692.5",27.2,27.4,"2,536.6","5,834.2","5,821.0","4,173.9","4,225.0","4,304.0","16,441.3","4,597.8","4,648.0","1,512.9",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"$28,393.56","$4,368.24",$51.62,662.2,503.8,510.3242355,0.002872166,1.2
P003-003207,Terminado,6.60,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,VIADUCTO TIJUANA- ASIGNACION 2,VIADUCTO,20000123,10000135,U-550-1-1-814-E70-D-2-DIA,550.00,"F4-M5
VIADUCTO 04
TNU4269_0001
EJE 17-18",TP0033,CR-11,AMILGAR RODRIGUEZ,No Bombeable,7/26/25,7:15:40 PM,789.0,772.0,36.2,51.3,51.5,"3,756.8",27.7,27.8,"2,572.8","5,940.6","5,930.0","4,252.0","4,290.0","4,357.0","16,643.7","4,668.5","4,722.0","1,537.0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"$28,798.55","$4,363.42",$52.36,660.2,503.8,510.3242355,0.002916354,1.2
P003-003208,Terminado,6.00,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,VIADUCTO TIJUANA- ASIGNACION 2,VIADUCTO,20000123,10000135,U-550-1-1-814-E70-D-2-DIA,550.00,"F4-M5
VIADUCTO 04
TNU4269_0001
EJE 17-18",TP0036,CR-14,VICENTE HERNANDEZ,No Bombeable,7/26/25,7:27:40 PM,702.2,682.0,31.9,46.6,46.7,"3,406.8",25.1,25.3,"2,337.3","5,415.7","5,411.0","3,879.9","3,900.0","3,982.0","15,211.2","4,244.1","4,296.0","1,398.3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"$26,265.52","$4,377.59",$47.76,663.7,503.8,510.3242355,0.002651231,1.2
P003-003209,Terminado,6.00,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,VIADUCTO TIJUANA- ASIGNACION 2,VIADUCTO,20000123,10000135,U-550-1-1-814-E70-D-2-DIA,550.00,"F4-M5
VIADUCTO 04
TNU4269_0001
EJE 17-18",TP0031,CR-09,RODIRGO RODRIGUEZ,No Bombeable,7/26/25,7:38:10 PM,702.2,703.0,32.9,46.7,46.8,"3,414.0",25.2,25.4,"2,346.3","5,415.7","5,406.0","3,876.3","3,900.0","3,906.0","14,920.9","4,244.1","4,279.0","1,392.8",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"$25,983.27","$4,330.54",$47.24,651.0,503.8,510.3242355,0.002651231,1.2
P003-003210,Terminado,7.10,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,NAVE ALAMAR,NAVE ALAMAR,20000370,10000422,F-350-2-1-801-18-D-2-100,350.00,,TP0033,CR-11,AMILGAR RODRIGUEZ,No Bombeable,45866.24622,45866.24622,"1,348.2","1,349.0",63.2,0.0,0.0,0.0,9.7,9.8,905.9,"4,602.2","4,618.0","3,311.3","3,905.0","3,886.0","14,844.5",0.0,0.0,0.0,"7,134.9","7,141.0","1,687.1",0.0,0.0,0.0,23.4,0.0,0.0,"$20,811.96","$2,931.26",$59.46,547.3,503.8,510.3242355,0.00313729,1.6
P003-003211,Terminado,3.50,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,NAVE ALAMAR,NAVE ALAMAR,20000370,10000422,F-350-2-1-801-18-D-2-100,350.00,,TP0033,CR-11,AMILGAR RODRIGUEZ,No Bombeable,45866.31278,45866.31278,664.6,665.0,31.1,0.0,0.0,0.0,4.8,4.9,453.0,"2,268.7","2,329.0","1,670.0","1,925.0","1,905.0","7,277.1",0.0,0.0,0.0,"3,517.2","3,523.0",832.3,0.0,0.0,0.0,11.6,0.0,0.0,"$10,263.49","$2,932.43",$29.32,544.3,503.8,510.3242355,0.001546551,1.6
P003-003212,Terminado,3.40,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,NAVE ALAMAR,NAVE ALAMAR,20000370,10000422,F-350-2-1-801-18-D-2-100,350.00,"LPR-06
NAVE ALAMAR
686MTT001C_0002
686MTT009B_0002
686MTT009C_0002
686MTT010A_0002
EJE P/3-4
",TP0033,CR-11,AMILGAR RODRIGUEZ,No Bombeable,45866.47007,45866.47007,645.6,646.0,30.3,0.0,0.0,0.0,4.7,4.7,434.8,"2,203.9","2,264.0","1,623.4","1,870.0","1,850.0","7,067.0",0.0,0.0,0.0,"3,416.7","3,428.0",809.9,0.0,0.0,0.0,11.2,0.0,0.0,"$9,965.33","$2,930.98",$28.47,544.1,503.8,510.3242355,0.001502364,1.6
P003-003213,Terminado,2.20,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,VIADUCTO TIJUANA- ASIGNACION 2,VIADUCTO,20000008,10000008,5-250-2-R-28-18-D-2-000-C,250.00,"LPR-05   
M2-LPR
IMPLEMENTACION 
NERVADURA DE CONCRETO
",TP0033,CR-11,AMILGAR RODRIGUEZ,No Bombeable,45866.5184,45866.5184,408.4,409.0,19.2,0.0,0.0,0.0,0.0,0.0,0.0,"1,896.9","1,843.0","1,321.5",737.0,737.0,"2,815.3",740.3,780.0,253.9,"1,350.1","1,360.0",321.3,2.1,0.0,0.0,4.8,0.0,0.0,"$4,731.19","$2,150.54",$18.92,335.0,503.8,510.3242355,0.000972118,1.3
P003-003214,Terminado,1.00,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,VIADUCTO TIJUANA- ASIGNACION 2,VIADUCTO,20000071,10000078,C-250-1-1-01-75-D-2-DIA,250.00,"CAB3001_0005
VIADUCTO 03
SEGUNDA ETAPA
CAJETINES",TP0031,CR-09,RODIRGO RODRIGUEZ,No Bombeable,45866.62487,45866.62487,120.5,121.0,5.7,7.8,7.8,571.4,4.6,4.6,425.8,899.2,917.0,657.5,650.0,661.0,"2,525.0",707.4,703.0,228.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"$4,414.19","$4,414.19",$17.66,661.0,503.8,510.3242355,0.000441872,2.6
P003-003215,Terminado,6.50,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,VIADUCTO TIJUANA- ASIGNACION 2,VIADUCTO,20000123,10000135,U-550-1-1-814-E70-D-2-DIA,550.00,"F4-M5
VIADUCTO 04
TNU4261_0001
EJE 17-18",TP0034,CR-12,PEDRO SALAZAR,No Bombeable,45866.84979,45866.84979,738.8,739.0,34.6,50.6,50.8,"3,699.7",27.3,27.4,"2,536.6","5,888.9","5,857.0","4,199.7","4,225.0","4,227.0","16,147.1","4,597.8","4,644.0","1,511.6",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"$28,129.30","$4,327.58",$51.14,650.3,503.8,510.3242355,0.002872166,1.2
P003-003216,Terminado,6.50,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,VIADUCTO TIJUANA- ASIGNACION 2,VIADUCTO,20000123,10000135,U-550-1-1-814-E70-D-2-DIA,550.00,"F4-M5
VIADUCTO 04
TNU4261_0001
EJE 17-18",TP0032,CR-10,TOMAS ALBA RIVERA,No Bombeable,45866.85909,45866.85909,777.1,778.0,36.4,50.6,50.8,"3,699.7",28.0,27.4,"2,536.6","5,850.6","5,814.0","4,168.9","4,225.0","4,185.0","15,986.7","4,597.8","4,554.0","1,482.3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"$27,910.55","$4,293.93",$50.75,643.8,503.8,510.3242355,0.002872166,1.2
